UID,Combined Key,Study Identifier,Is Target Cell,Is Naturally Occuring,Object Index,Size,Area,Length,Width,Perimeter,Circularity,"Mean[Stitched[Tsf[:DAPI 377,447]]]","Mean[Stitched[Tsf[:GFP 469,525]]]","Mean[Stitched[Tsf[:CY5 628,685]]]","Peak[Stitched[Tsf[:DAPI 377,447]]]","Peak_2[Stitched[Tsf[:GFP 469,525]]]","Peak_2[Stitched[Tsf[:CY5 628,685]]]","Integral[Stitched[Tsf[:DAPI 377,447]]]","Integral_2[Stitched[Tsf[:GFP 469,525]]]","Integral_2[Stitched[Tsf[:CY5 628,685]]]","Mask Size_2[Stitched[Tsf[:GFP 469,525]]]","Mask Size_2[Stitched[Tsf[:CY5 628,685]]]","Mean_2[Stitched[Tsf[:GFP 469,525]]]","Mean_2[Stitched[Tsf[:CY5 628,685]]]",Mean[Stitched[Tsf[:Bright Field]]],Integral[Stitched[Tsf[:Bright Field]]],X Center Microns,Y Center Microns,ratio,"Peak[Stitched[Tsf[:GFP 469,525]]]","Peak[Stitched[Tsf[:CY5 628,685]]]",X Center Pixels,Y Center Pixels
70301,1B1538191204170421,191204_170421,1,0,538,20.1,236,30.3,9.9,68.5,0.107,29611,10429,1090,63203,18114,0,2576198,2124631,0,28.8,0,10215,0,17757,1544896,11356.2,2017.5,9.57,18114,2619,6891.417353,1224.314164
70302,1B1539191204170421,191204_170421,1,0,539,10.3,73.3,13.9,6.7,32.8,0.232,24925,14404,817,47396,22098,0,672975,1861595,0,23.6,0,12928,0,16859,455184,11322.1,2016.6,17.6,22098,1850,6870.724046,1223.768002
70303,1B1540191204170421,191204_170421,1,0,540,13.3,136,15.1,11.4,41.1,0.568,37804,17111,2972,63621,26568,0,1890210,3408479,0,33,0,10821,0,41327,2066352,19553.4,2016.9,5.76,26568,5369,11865.82132,1223.950056
70304,1B1541191204170421,191204_170421,1,0,541,11.3,97.8,12.8,9.7,35.5,0.575,16155,43838,1040,26327,57320,0,581579,3429676,0,23.5,0,21845,0,46318,1667456,10631.3,2021.6,42.2,57320,1700,6451.5177,1226.802238
70305,1B1542191204170421,191204_170421,1,0,542,18.6,187,28.9,8.3,63.8,0.0818,32187,5129,378,63328,18080,0,2220881,1104335,0,20.7,0,9603,0,20781,1433920,12766.6,2031.5,13.6,12803,1268,7747.30709,1232.810025
70306,1B1543191204170421,191204_170421,1,0,543,18.7,274,19.5,17.9,61.7,0.846,36768,8572,2071,63556,21585,6656,3713518,3897564,6656,37.2,1.6,9867,6656,42732,4315936,14290.9,2028.6,4.14,21585,6848,8672.316113,1231.050168
70307,1B1544191204170421,191204_170421,1,0,544,15.5,185,17.9,13.1,62.1,0.537,27669,11704,1346,63356,20122,0,1881476,3448616,0,33,0,11690,0,32886,2236272,11002.7,2031.3,8.7,19721,4240,6676.898761,1232.688655
70308,1B1545191204170421,191204_170421,1,0,545,6.6,32.6,8.1,5.1,21.9,0.391,14866,8780,1546,21360,18113,0,178395,1837611,0,25.1,0,10441,0,13711,164528,17245.7,2023.8,5.68,11926,2355,10465.41239,1228.137301
70309,1B1546191204170421,191204_170421,1,0,546,7.8,32.6,12.1,3.4,28.5,0.0797,12972,9612,1812,16189,15098,0,155664,1985134,0,27,0,9779,0,13473,161680,17576.4,2027.4,5.3,11214,2700,10666.09499,1230.321951
70310,1B1547191204170421,191204_170421,1,0,547,8.1,46.2,10.8,5.4,29.5,0.25,23819,41783,885,43785,55007,0,404917,1531087,0,19.9,0,13794,0,27144,461456,8069.6,2029.7,47.2,55007,2175,4896.970947,1231.7177
70311,1B1548191204170421,191204_170421,1,0,548,10.7,84.2,13.4,8,36.9,0.358,14436,7185,2732,22569,15833,0,447518,2455138,0,31,0,8831,0,16928,524768,13637.5,2031.4,2.63,13705,4358,8275.805652,1232.74934
70312,1B1549191204170421,191204_170421,1,0,549,12.3,119,13,11.7,37.9,0.823,38375,16763,3775,63237,23011,6763,1688479,2941143,34261,29.5,4.7,11812,5710,41673,1833600,11339.2,2034.8,4.44,22771,6763,6881.101041,1234.81262
70313,1B1550191204170421,191204_170421,1,0,550,26.7,543,31.2,22.1,107.5,0.503,19924,10378,753,32901,30273,0,3984714,5081316,0,38.6,0,12185,0,38538,7707648,6061.3,2042.6,13.8,27170,1828,3678.250471,1239.546028
70314,1B1551191204170421,191204_170421,1,0,551,7,38,8,6,25.2,0.566,16078,47682,804,23533,56675,0,225091,1931377,0,22.8,0,13506,0,25841,361776,8924.3,2039.9,59.3,56675,1184,5415.638671,1237.907541
70315,1B1552191204170421,191204_170421,1,0,552,12.5,111,16.4,8.7,44.8,0.28,15843,57100,7180,26830,57102,14693,649555,7499485,253543,33.9,10.5,22934,8451,26164,1072720,2812,2044.9,7.95,57102,14693,1706.439266,1240.941777
70316,1B1553191204170421,191204_170421,1,0,553,13.7,147,14.5,12.9,42.5,0.786,37303,17914,4843,63567,28774,7430,2014343,4018860,148951,33.3,9.4,12520,6206,42601,2300480,21198.8,2046.1,3.7,28774,7430,12864.31889,1241.669993
70317,1B1554191204170421,191204_170421,1,0,554,48.2,1.19E+03,76.8,19.7,195.1,0.066,22634,25894,1957,41617,57462,0,9913522,14144850,0,56.2,0,21367,0,44326,19414976,6021.9,2072.7,13.2,57462,4776,3654.340902,1257.812128
70318,1B1555191204170421,191204_170421,1,0,555,9.9,76,11.4,8.5,33.2,0.555,18125,11910,567,27494,22944,0,507505,1425272,0,23.4,0,9136,0,45546,1275296,12774.2,2050.5,21,22944,1603,7751.919088,1244.340121
70319,1B1556191204170421,191204_170421,1,0,556,11,81.5,15.2,6.8,37.5,0.203,10856,12208,3440,12450,16760,0,325688,2147888,0,26,0,11072,0,20324,609712,9678.9,2052.8,3.55,14863,4656,5873.561527,1245.735869
70320,1B1557191204170421,191204_170421,1,0,557,13,133,13.8,12.3,41.1,0.797,39004,21032,4681,63548,28579,6799,1911220,4239828,138305,33.3,9,13208,6013,39046,1913248,19224.5,2053.9,4.49,28579,6799,11666.23104,1246.403401
70321,1B1558191204170421,191204_170421,1,0,558,13.9,147,16.2,11.5,43.5,0.5,26959,6894,2073,53513,14518,0,1455775,2580703,0,31.9,0,8748,0,41510,2241520,19880.7,2053.3,3.32,13957,6869,12064.44065,1246.039293
70322,1B1559191204170421,191204_170421,1,0,559,11.2,78.7,16.2,6.2,36.1,0.147,14265,57385,7099,18869,57387,9024,413678,8579399,256692,30.4,11.8,33125,7130,36789,1066880,9449.7,2058,8.08,57386,9024,5734.473376,1248.891475
70323,1B1560191204170421,191204_170421,1,0,560,20.3,209,32.2,8.3,70.4,0.0655,30200,11867,1517,56034,27652,0,2325365,2108593,0,29.4,0,10286,0,28066,2161104,12765,2075,7.82,27652,3572,7746.336143,1259.207876
70324,1B1561191204170421,191204_170421,1,0,561,34.1,864,42.3,26,129.2,0.377,37450,8362,15990,61930,24461,39898,11909123,4497236,8579902,36.4,38.1,12155,21832,20555,6536336,18317.3,2080.4,0.523,24461,39898,11115.70412,1262.484851
70325,1B1562191204170421,191204_170421,1,0,562,25,486,27.9,22.2,97.2,0.635,38535,12099,4955,63207,24120,15472,6897707,6048881,702442,41.4,20.1,12370,8074,27051,4842080,7076.7,2076,2.44,24120,15472,4294.43768,1259.814724
70326,1B1563191204170421,191204_170421,1,0,563,21.3,282,31.1,11.6,73.5,0.139,29076,13415,5849,63522,25683,15392,3023880,4386842,458990,35.7,15.9,11953,8345,19595,2037920,10358.9,2068,2.29,25683,15392,6286.213981,1254.959946
70327,1B1564191204170421,191204_170421,1,0,564,14.6,166,16.4,12.9,57.1,0.613,33628,13930,3772,63497,30989,8474,2051299,3561337,97869,34.7,7.4,10234,6525,21190,1292560,10676.7,2069.1,3.69,30989,8474,6479.068319,1255.627478
70328,1B1565191204170421,191204_170421,1,0,565,16.1,95,27.9,4.3,61.5,0.0242,19234,8409,691,36150,15883,0,673198,1729211,0,30.3,0,9053,0,14645,512560,11354.9,2081.9,12.2,15212,1939,6890.628458,1263.395122
70329,1B1566191204170421,191204_170421,1,0,566,7,35.3,8.9,5.1,21.9,0.327,11459,7775,3301,14190,17864,0,148965,2149311,0,27.4,0,9951,0,23140,300816,22840.1,2071.9,2.36,11372,4818,13860.32841,1257.32665
70330,1B1567191204170421,191204_170421,1,0,567,21.8,261,33.7,9.8,84.1,0.0849,17007,18776,58579,28930,32104,63225,1632690,3570686,8730749,32.3,34.4,13225,31981,14306,1373360,9394.3,2084.2,0.321,32104,63225,5700.854338,1264.79087
70331,1B1568191204170421,191204_170421,1,0,568,10.4,84.2,11.1,9.7,32.2,0.763,36890,14858,2515,63551,25503,0,1143583,2775444,0,30.2,0,10513,0,20337,630432,20862.7,2084,5.91,25503,6637,12660.35935,1264.669501
70332,1B1569191204170421,191204_170421,1,0,569,11.1,95,12.5,9.7,34.6,0.607,36704,9598,2139,63638,16114,0,1284625,1632243,0,22.9,0,11257,0,25165,880768,18876.9,2087.7,4.49,15906,5126,11455.29281,1266.914836
70333,1B1570191204170421,191204_170421,1,0,570,18.5,236,24.9,12.1,63.7,0.235,35290,8476,517,63554,15809,0,3070248,3348841,0,35.2,0,9514,0,35674,3103648,17576.8,2092.7,16.4,15809,2080,10666.33773,1269.949071
70334,1B1571191204170421,191204_170421,1,0,571,10.8,84.2,13.7,7.8,45.8,0.329,13447,6139,11495,18375,15962,15825,416846,728817,550343,18.2,14.6,8098,9328,9141,283360,7095.7,2094.5,0.534,7994,15825,4305.967675,1271.041396
70335,1B1572191204170421,191204_170421,1,0,572,22.5,228,37.2,7.8,84,0.0439,29266,8855,3055,56802,31583,8999,2458312,2999234,77125,37.4,6.3,10750,8569,21842,1834736,6530.4,2108.6,2.9,21153,8999,3962.91998,1279.597941
70336,1B1573191204170421,191204_170421,1,0,573,10.4,84.2,10.7,10.1,31.8,0.89,37840,20933,4186,63477,40384,7796,1173043,2739030,44279,28.6,5.1,11705,6326,35569,1102640,17246,2095.3,5,40384,7796,10465.59445,1271.526874
70337,1B1574191204170421,191204_170421,1,0,574,8.2,48.9,10.4,6,25.2,0.333,14484,8284,7971,19698,21723,29845,260705,987719,1475048,17.8,17.9,10854,16209,16601,298816,18283.7,2098.3,1.04,13671,16319,11095.31423,1273.347416
70338,1B1575191204170421,191204_170421,1,0,575,23.7,312,36.6,10.9,118.9,0.0877,21496,2909,5456,35949,22058,24496,2471998,1655219,3066472,26.1,31.8,9568,12671,6624,761712,18333.9,2119.1,0.533,11090,12244,11125.77769,1285.969837
70339,1B1576191204170421,191204_170421,1,0,576,26.4,296,44.3,8.5,98,0.0368,25661,4475,3243,61145,16273,7756,2797086,1230288,47284,22.5,5.3,9181,6755,21596,2353968,4140.6,2117.2,1.38,15153,7756,2512.689341,1284.816827
70340,1B1577191204170421,191204_170421,1,0,577,28.2,475,42.1,14.4,100.7,0.116,18926,5171,282,32126,8513,0,3312043,722131,0,23.2,0,5919,0,42301,7402720,8029.6,2123.2,18.3,8513,814,4872.697273,1288.45791
70341,1B1578191204170421,191204_170421,1,0,578,9.9,73.3,11.8,7.9,29.9,0.451,16325,11743,38269,25273,28231,63344,440786,2660597,1565917,29.6,16.1,10475,21161,11223,303008,11336.6,2106.8,0.307,15622,63344,6879.523252,1278.505616
70342,1B1579191204170421,191204_170421,1,0,579,13,133,13.3,12.7,41.1,0.918,38170,17859,4985,63461,33437,8107,1870312,4575281,213334,33.2,10.7,14388,6465,33852,1658768,6414.6,2110,3.58,26046,8107,3892.647695,1280.447527
70343,1B1580191204170421,191204_170421,1,0,580,23.2,323,34.4,12,81.9,0.121,15188,41023,3318,22341,56368,0,1807431,9355510,0,36.3,0,26133,0,42970,5113408,5988.8,2121.4,12.4,56368,5255,3634.254437,1287.365585
70344,1B1581191204170421,191204_170421,1,0,581,38.4,1.11E+03,46,30.8,203.7,0.448,25069,9545,7314,50772,21653,19699,10253252,6672928,4150721,49.9,41,9307,8888,19620,8024544,18272.4,2147.9,1.3,21653,19699,11088.45692,1303.447035
70345,1B1582191204170421,191204_170421,1,0,582,16.4,209,18.5,14.4,54.3,0.611,44915,13593,2928,63508,21840,7122,3458421,3085395,38282,32.9,4.7,10183,6380,32993,2540464,20202.6,2116.8,4.64,21840,7122,12259.78304,1284.574088
70346,1B1583191204170421,191204_170421,1,0,583,8.2,48.9,10.4,6,25.2,0.333,19000,9571,4323,40811,18476,10842,341997,2346177,45596,28.8,4.6,9858,7599,13964,251360,21855.2,2110.4,2.21,13550,10842,13262.64988,1280.690266
70347,1B1584191204170421,191204_170421,1,0,584,6.6,32.6,8,5.2,21.9,0.428,13314,7570,3968,15960,15029,0,159772,1976900,0,27.5,0,9068,0,18939,227264,21524.4,2114.6,1.91,8532,5512,13061.90659,1283.239024
70348,1B1585191204170421,191204_170421,1,0,585,18.3,242,23.6,13,60.4,0.303,43008,7031,2931,63508,17040,7088,3827743,912151,40768,18.2,5.1,9704,5824,35015,3116336,20186.1,2125.2,2.4,16752,7088,12249.77015,1289.671604
70349,1B1586191204170421,191204_170421,1,0,586,12.8,122,15.8,9.9,43.1,0.393,35239,50743,3647,63531,57695,9742,1585742,3786521,67994,26.8,6.1,20035,6799,28468,1281040,9910.9,2125.7,13.9,57695,9742,6014.348835,1289.975028
70350,1B1587191204170421,191204_170421,1,0,587,16.8,212,20.1,13.4,54.7,0.445,41115,12347,2444,63562,22971,0,3206970,2531030,0,28.9,0,11505,0,28531,2225456,19538.5,2127.4,5.05,22971,5546,11856.77938,1291.006668
70351,1B1588191204170421,191204_170421,1,0,588,13,133,13.8,12.3,40.7,0.791,31623,2408,1509,62641,15987,0,1549551,1133864,0,21.3,0,10124,0,30649,1501792,3488.5,2129.5,1.6,8228,3183,2116.967774,1292.281047
70352,1B1589191204170421,191204_170421,1,0,589,6.7,24.4,10.5,3,21.9,0.0782,11100,7373,1002,12476,14329,0,99902,1159170,0,23,0,7832,0,19051,171456,18244,2130.1,7.36,8298,2612,11071.22261,1292.645156
70353,1B1590191204170421,191204_170421,1,0,590,15.4,141,23,7.8,51.6,0.116,37927,45681,20108,63499,56448,57334,1972200,3719792,1090218,30,16.2,17142,18170,29614,1539904,10891.9,2141.4,2.27,56448,57334,6609.660684,1299.502529
70354,1B1591191204170421,191204_170421,1,0,591,18,247,21.2,14.8,62.7,0.486,33814,11265,5765,63465,20022,13713,3077119,4262516,418298,36.4,13.5,11158,8366,15482,1408896,9371.7,2141.5,1.95,20022,13713,5687.139712,1299.563213
70355,1B1592191204170421,191204_170421,1,0,592,6.5,32.6,7.4,5.6,19.6,0.582,12213,23700,285,14884,30934,0,146561,1222609,0,21.8,0,9405,0,20425,245104,9817.6,2136.3,83.2,30934,550,5957.730491,1296.407608
70356,1B1593191204170421,191204_170421,1,0,593,12.6,117,15.5,9.6,39.8,0.379,17036,12337,15210,25046,17782,20836,732566,1398149,790998,24.6,15,8849,12556,33277,1430896,10804.7,2139.9,0.811,17782,20836,6556.744075,1298.592258
70357,1B1594191204170421,191204_170421,1,0,594,8.4,54.3,9.9,7,26.6,0.506,14687,20562,742,20727,26780,0,293746,1048757,0,17.3,0,12195,0,41370,827392,10965.5,2139.3,27.7,26780,1145,6654.324244,1298.228149
70358,1B1595191204170421,191204_170421,1,0,595,15.7,174,20.7,10.7,54.7,0.269,34019,6859,7946,63495,15477,25142,2177187,1572973,518438,27.9,15.6,7599,9782,35012,2240752,4133.2,2147.8,0.863,10986,25142,2508.198711,1303.38635
70359,1B1596191204170421,191204_170421,1,0,596,10.5,86.9,11.2,9.9,32.8,0.779,38146,16515,2199,63562,22068,0,1220683,3119532,0,30.1,0,11907,0,37941,1214112,9693.8,2144.7,7.51,22068,5080,5882.603471,1301.505124
70360,1B1597191204170421,191204_170421,1,0,597,24.2,367,35,13.3,82.1,0.145,24239,13873,2656,50525,28953,0,3272245,2968225,0,31.6,0,11201,0,20788,2806368,13332.1,2157.1,5.22,28953,5456,8090.476153,1309.030029
70361,1B1598191204170421,191204_170421,1,0,598,32.8,817,38.9,26.8,118.4,0.473,34677,8337,8188,61699,17616,18699,10437922,2596524,2373202,31,27.9,9689,10837,21122,6357728,18328.9,2154,1.02,17616,18699,11122.74348,1307.148803
70362,1B1599191204170421,191204_170421,1,0,599,26.6,383,41.5,11.7,93.9,0.0799,32742,19419,5394,61525,34111,10249,4616648,5490015,547965,38.8,20.7,13691,7506,13682,1929120,4793.7,2153.2,3.6,34111,10249,2909.017749,1306.663325
70363,1B1600191204170421,191204_170421,1,0,600,7.3,40.7,8.7,5.9,21.9,0.461,14852,9559,4941,21225,18330,7467,222778,2186597,27676,27.5,3.8,10030,6919,11114,166704,6741,2147.1,1.93,12559,7467,4090.720873,1302.961557
70364,1B1601191204170421,191204_170421,1,0,601,13.2,136,14.2,12.2,42.5,0.738,37367,14652,3365,63564,24471,5447,1868369,3835954,36288,33.7,5,11731,5184,36096,1804816,21194.4,2150.8,4.35,24471,5767,12861.64879,1305.206892
70365,1B1602191204170421,191204_170421,1,0,602,10.6,86.9,11.4,9.7,32.2,0.714,34867,6650,1290,63554,15413,0,1115757,2496401,0,30.3,0,9456,0,37081,1186576,19224.4,2151.1,5.15,10962,3334,11666.17035,1305.388946
70366,1B1603191204170421,191204_170421,1,0,603,15.1,168,18.8,11.4,50.1,0.369,17051,43514,1027,27286,57783,0,1057147,4118775,0,25.5,0,22882,0,43671,2707616,14230.8,2157.9,42.4,57783,1787,8635.844918,1309.515507
70367,1B1604191204170421,191204_170421,1,0,604,10.3,70.6,14.2,6.3,32.8,0.2,22293,48817,3181,34570,55939,0,579614,2394650,0,22.8,0,16746,0,45967,1195152,18357.3,2153.4,15.3,55939,5310,11139.97779,1306.784695
70368,1B1605191204170421,191204_170421,1,0,605,17.4,228,21,13.8,56.1,0.432,39014,13549,5098,63508,26494,13434,3277162,5086494,457060,37.7,14.7,12467,7747,38184,3207472,17581.6,2165.7,2.66,26494,13434,10669.25057,1314.248915
70369,1B1606191204170421,191204_170421,1,0,606,21,339,24.1,17.9,69.3,0.554,42626,11944,2786,63401,23605,7685,5328299,4703490,109162,38.6,8.4,11041,6065,33107,4138352,14622.9,2167.4,4.29,23605,7685,8873.787605,1315.280555
70370,1B1607191204170421,191204_170421,1,0,607,11.3,100,12.1,10.6,34.6,0.772,39763,9920,2987,63580,15581,0,1471227,1583344,0,23.3,0,10486,0,31416,1162400,17892.9,2164.1,3.32,15183,5451,10858.16044,1313.277959
70371,1B1608191204170421,191204_170421,1,0,608,9.4,67.9,10.4,8.3,28.5,0.649,36993,2033,3788,63627,0,13021,924826,0,49501,0,4.6,0,8250,33915,847872,20185.6,2161.9,0.537,3951,13021,12249.46673,1311.942896
70372,1B1609191204170421,191204_170421,1,0,609,20.6,326,23.4,17.7,66.9,0.573,42851,13285,3991,63143,33879,11237,5142067,4172442,330723,36.2,12.8,11369,7874,40568,4868192,13307.4,2171.6,3.33,33879,11237,8075.487159,1317.829313
70373,1B1610191204170421,191204_170421,1,0,610,15.8,193,18.2,13.5,50.1,0.555,41913,12360,2788,63143,31257,6467,2975839,4744833,30189,35.6,4.3,13071,6038,35685,2533648,15937.3,2170.6,4.43,25866,6467,9671.420526,1317.222466
70374,1B1611191204170421,191204_170421,1,0,611,6.3,24.4,9.2,3.4,18.2,0.136,12029,24844,4219,13178,33969,0,108257,1654235,0,19.7,0,14770,0,9982,89840,2008.4,2164.4,5.89,33281,5245,1218.78116,1313.460013
70375,1B1612191204170421,191204_170421,1,0,612,21.6,348,26.6,16.6,71.6,0.39,37051,54714,4023,63435,56938,9628,4742587,11373353,287234,38.9,12.7,27015,6680,17281,2211904,21512.8,2176,13.6,56937,9628,13054.86723,1320.499441
70376,1B1613191204170421,191204_170421,1,0,613,20.8,242,31.9,9.6,97.4,0.0911,15358,20664,4704,33138,39554,11135,1366819,3986357,202712,32,15.5,14496,6539,7600,676368,1982.2,2179.3,4.39,38365,11135,1202.881904,1322.502036
70377,1B1614191204170421,191204_170421,1,0,614,6.3,29.9,7.3,5.2,18.2,0.498,13086,18539,4401,15651,24413,0,143942,759975,0,16.2,0,10704,0,7345,80800,1994.5,2166.8,4.21,24413,6510,1210.346059,1314.916447
70378,1B1615191204170421,191204_170421,1,0,615,11.3,100,12.2,10.5,36.5,0.731,30908,4285,1425,58857,15579,0,1143588,1177710,0,23.2,0,8473,0,29172,1079376,3485.5,2177.3,3.01,12263,3634,2115.147248,1321.288342
70379,1B1616191204170421,191204_170421,1,0,616,22.7,396,25.9,19.5,73.9,0.565,34026,51447,2403,63507,57449,6041,4967859,10045757,34260,33,4.7,32616,5710,39644,5788016,21571,2181.4,21.4,57449,6041,13090.18542,1323.776415
70380,1B1617191204170421,191204_170421,1,0,617,6.8,32.6,9.1,4.6,25.2,0.251,13075,11748,2747,18119,16161,0,156902,1531512,0,23.4,0,10076,0,17949,215392,11330.4,2176,4.28,14081,4428,6875.760833,1320.499441
70381,1B1618191204170421,191204_170421,1,0,618,9.7,73.3,10.7,8.7,29.5,0.66,19075,10320,4849,34684,18240,9287,515023,2754317,56974,30.2,5.3,10433,7122,17422,470384,6414,2180.2,2.13,14800,9287,3892.283589,1323.048199
70382,1B1619191204170421,191204_170421,1,0,619,13.7,147,14.5,12.9,43.5,0.792,40619,11217,3536,63259,24331,12641,2193405,1296930,111589,20.4,7,12352,7971,32934,1778448,13290.9,2182.9,3.17,24331,12641,8065.474269,1324.686686
70383,1B1620191204170421,191204_170421,1,0,620,12.1,114,12.3,11.8,40.7,0.914,32295,1937,375,54393,8618,0,1356404,535669,0,19.9,0,6454,0,35242,1480160,22181.1,2183.1,5.16,6169,992,13460.41963,1324.808055
70384,1B1621191204170421,191204_170421,1,0,621,6.3,29.9,7.3,5.2,18.2,0.498,11459,17320,9670,13257,24483,13107,126045,2579178,211601,26.6,9.3,12643,8464,6694,73632,2479.9,2182.8,1.79,24483,13107,1504.90709,1324.626001
70385,1B1622191204170421,191204_170421,1,0,622,15.3,182,16.5,14,49.1,0.717,39070,8805,1830,63298,20203,6838,2617672,2252175,12477,26.2,2.3,11980,6239,33328,2232960,10990.1,2188.2,4.81,20203,6838,6669.252553,1327.902976
70386,1B1623191204170421,191204_170421,1,0,623,11.2,89.6,14.7,7.8,43.9,0.279,14344,7673,4408,27085,16313,7575,473350,2924992,44230,32.7,4.9,9590,6319,16656,549632,20534.6,2186.8,1.74,10982,7575,12461.25454,1327.05339
70387,1B1624191204170421,191204_170421,1,0,624,14,152,15.1,12.8,45.8,0.717,29417,54510,5939,63704,56004,14132,1647375,5037113,254251,29.3,10.3,21164,8475,17436,976432,19342.3,2201,9.18,56004,14132,11737.71701,1335.67062
70388,1B1625191204170421,191204_170421,1,0,625,8.3,35.3,13.2,3.4,30.9,0.067,11265,33141,5707,12626,41832,7968,146446,1567204,66901,18.5,6.8,15992,6690,7067,91872,1998.9,2197.2,5.81,41832,7681,1213.016163,1333.364601
70389,1B1626191204170421,191204_170421,1,0,626,12.9,128,14.6,11.1,45.8,0.581,29439,438,4639,60720,0,11476,1383612,0,145306,0,9.9,0,6605,37134,1745296,3539.5,2199.2,0.0944,1258,11396,2147.916708,1334.578295
70390,1B1627191204170421,191204_170421,1,0,627,12.6,125,13.1,12.1,40.2,0.859,39141,13907,3167,63544,20138,18964,1800465,2673093,83009,30.9,5.6,9756,9223,35426,1629600,16258.4,2200.3,4.39,20138,18964,9866.277442,1335.245827
70391,1B1628191204170421,191204_170421,1,0,628,19,280,20.7,17.2,60.4,0.693,41599,10669,2411,63459,20112,7629,4284738,3591424,47997,35.8,5.1,9921,6857,38659,3981856,15608.6,2205.6,4.42,20112,7629,9471.951611,1338.462117
70392,1B1629191204170421,191204_170421,1,0,629,21.3,318,28.3,14.3,74.3,0.256,42509,12429,2453,63464,28628,0,4973594,4186502,0,37.1,0,10572,0,38297,4480726,14947.2,2207.1,5.07,28628,5810,9070.586415,1339.372388
70393,1B1630191204170421,191204_170421,1,0,630,12.6,125,13.4,11.8,39.8,0.778,40748,15575,1742,63138,27805,0,1874412,3396894,0,30.5,0,12770,0,29624,1362704,15932.5,2204.8,8.94,26597,4280,9668.507685,1337.976639
70394,1B1631191204170421,191204_170421,1,0,631,10.9,92.3,11.5,10.2,33.2,0.781,30456,595,2784,58857,0,7577,1035506,0,44993,0,4.9,0,6428,29521,1003712,3492.3,2205.7,0.214,1591,7577,2119.273773,1338.522802
70395,1B1632191204170421,191204_170421,1,0,632,19.3,288,21.8,16.8,61.3,0.6,41619,13122,3587,63399,22163,8876,4411657,4631615,211995,36.9,11,11785,6424,31317,3319631,8384.5,2209.3,3.66,22163,8876,5088.065444,1340.707451
70396,1B1633191204170421,191204_170421,1,0,633,23,407,26.3,19.7,78.2,0.565,44934,13315,3953,63464,25488,12422,6740061,5691362,410400,41.3,15.1,11832,7743,36465,5469818,22511.7,2213.7,3.37,25488,12422,13661.04155,1343.377579
70397,1B1634191204170421,191204_170421,1,0,634,15,155,20.4,9.7,54.7,0.225,25631,9693,7295,50104,15793,17138,1460986,3272809,372996,33.8,12.9,10133,9097,14737,840032,11998,2210,1.33,15218,17138,7280.888448,1341.132244
70398,1B1635191204170421,191204_170421,1,0,635,18.8,255,24.1,13.5,60.9,0.315,25829,10072,5302,47218,16726,10678,2427937,3829172,338873,35,13.4,10786,7210,12438,1169200,9046.4,2212.2,1.9,13298,10678,5489.73406,1342.467308
70399,1B1636191204170421,191204_170421,1,0,636,10.2,81.5,10.8,9.6,30.9,0.797,34282,7752,2992,63460,14560,6542,1028455,646420,12204,16.8,2.3,9794,6102,27420,822592,15592.8,2210.8,2.59,14369,6542,9462.36351,1341.617722
70400,1B1637191204170421,191204_170421,1,0,637,20,312,21.2,18.8,66,0.784,44486,13957,2333,63555,32446,6351,5115929,5171669,22302,38,3.7,12492,5576,37852,4353024,4448.4,2217.2,5.98,32446,6351,2699.47526,1345.501544
70401,1B1638191204170421,191204_170421,1,0,638,16.6,179,23.6,9.7,59.4,0.167,21079,9356,5472,36971,20037,10959,1391183,3634072,233905,34,11.7,10979,7088,9412,621179,2155.8,2216.9,1.71,16019,10959,1308.229648,1345.31949
70402,1B1639191204170421,191204_170421,1,0,639,26.9,516,35.1,18.7,94.1,0.286,39372,11394,2371,63361,26560,9932,7480651,5373558,154121,40.1,8.8,11606,7006,35774,6797056,5105.9,2220.2,4.81,26560,9932,3098.473773,1347.322085
70403,1B1640191204170421,191204_170421,1,0,640,10.7,89.6,11.6,9.9,33.2,0.729,37882,16103,4163,63558,29215,9157,1250121,2926441,62573,30.5,5.7,10879,6953,32957,1087584,3794,2220.8,3.87,29215,9157,2302.357957,1347.686194
70404,1B1641191204170421,191204_170421,1,0,641,5.1,19,6.6,3.7,16.3,0.306,10771,6658,3163,12481,16273,0,75399,1416109,0,22.6,0,9699,0,20322,142256,20534.9,2220.1,2.1,8051,3963,12461.43659,1347.261401
70405,1B1642191204170421,191204_170421,1,0,642,18.8,247,24.9,12.6,62.3,0.256,13808,32004,801,22315,47661,0,1256523,5319440,0,32.3,0,18599,0,45182,4111536,11695.7,2227.2,40,47661,1420,7097.440159,1351.570016
70406,1B1643191204170421,191204_170421,1,0,643,12.8,128,13.3,12.2,38.8,0.84,40073,12870,2224,63533,23650,0,1883419,2122699,0,25.6,0,11599,0,25619,1204096,19866.8,2227.6,5.79,19687,5860,12056.00555,1351.812755
70407,1B1644191204170421,191204_170421,1,0,644,11.8,92.3,16.4,7.2,43.1,0.193,24653,50890,2482,48023,57905,0,838207,4071403,0,27.9,0,18257,0,20989,713616,12005.5,2234.8,20.5,57905,5814,7285.439762,1356.182054
70408,1B1645191204170421,191204_170421,1,0,645,13.6,138,16.3,10.8,45.4,0.445,16062,51784,1423,27144,55913,0,819137,5895030,0,31.5,0,20612,0,31107,1586448,19336.6,2238.5,36.4,55913,2783,11734.25801,1358.427389
