UID,Combined Key,Study Identifier,Is Target Cell,Is Naturally Occuring,Object Index,Size,Area,Length,Width,Perimeter,Circularity,"Mean[Stitched[Tsf[:DAPI 377,447]]]","Mean[Stitched[Tsf[:GFP 469,525]]]","Mean[Stitched[Tsf[:CY5 628,685]]]","Peak[Stitched[Tsf[:DAPI 377,447]]]","Peak_2[Stitched[Tsf[:GFP 469,525]]]","Peak_2[Stitched[Tsf[:CY5 628,685]]]","Integral[Stitched[Tsf[:DAPI 377,447]]]","Integral_2[Stitched[Tsf[:GFP 469,525]]]","Integral_2[Stitched[Tsf[:CY5 628,685]]]","Mask Size_2[Stitched[Tsf[:GFP 469,525]]]","Mask Size_2[Stitched[Tsf[:CY5 628,685]]]","Mean_2[Stitched[Tsf[:GFP 469,525]]]","Mean_2[Stitched[Tsf[:CY5 628,685]]]",Mean[Stitched[Tsf[:Bright Field]]],Integral[Stitched[Tsf[:Bright Field]]],X Center Microns,Y Center Microns,ratio,"Peak[Stitched[Tsf[:GFP 469,525]]]","Peak[Stitched[Tsf[:CY5 628,685]]]",X Center Pixels,Y Center Pixels
75737,1B15974191204170421,191204_170421,1,0,5974,10.2,81.5,11.4,9.1,31.8,0.638,35280,12166,4728,63509,21338,8379,1058395,2134161,211573,29.1,13,8783,5877,31258,937744,20214.8,15029.4,2.57,21338,6941,12267.18651,9120.548848
75738,1B15975191204170421,191204_170421,1,0,5975,15.4,182,17.4,13.3,48.7,0.59,39563,6642,3347,63112,15369,10389,2650751,3050921,463435,34.2,15.5,9080,7022,41509,2781072,17588.8,15040.8,1.98,12412,8599,10673.61983,9127.466905
75739,1B15976191204170421,191204_170421,1,0,5976,11.4,100,12.6,10.1,35.5,0.648,32871,9633,1336,63398,14387,0,1216241,2130149,0,29,0,8802,0,33787,1250128,18239.1,15037.8,7.21,13695,2508,11068.24908,9125.646364
75740,1B15977191204170421,191204_170421,1,0,5977,21,345,22.7,19.4,66,0.732,31425,11848,1524,63536,16945,0,3990912,4048235,0,36.9,0,10434,0,38841,4932864,3456.1,15046,7.77,16945,3200,2097.306098,9130.622511
75741,1B15978191204170421,191204_170421,1,0,5978,14.1,155,15.5,12.7,44.4,0.676,19905,4156,5130,39936,12872,8980,1134557,1309963,486270,26.3,17,7359,6398,54774,3122128,2821.7,15045.4,0.81,7002,6868,1712.325632,9130.258402
75742,1B15979191204170421,191204_170421,1,0,5979,30,701,33.4,26.7,98.8,0.643,48739,10404,4491,63196,19506,23953,12574588,5869503,834761,43.1,18.2,11116,8880,35458,9148048,13985,15053.3,2.32,19506,23953,8486.683193,9135.052495
75743,1B15980191204170421,191204_170421,1,0,5980,16,201,17.2,14.9,50.1,0.751,13171,25922,9213,16869,32531,11906,974638,3715710,860256,28.2,18.8,16155,8434,34484,2551824,15242.3,15049.6,2.81,32531,11906,9249.665444,9132.80716
75744,1B15981191204170421,191204_170421,1,0,5981,11.6,106,12.1,11.2,36.5,0.862,35213,17215,4200,63361,48770,7863,1373288,1665498,76052,24.7,6.4,9797,6338,13264,517312,16951.8,15048.7,4.1,48770,7863,10287.06158,9132.260998
75745,1B15982191204170421,191204_170421,1,0,5982,24.4,388,34.4,14.4,84.2,0.175,32213,39483,47873,63614,57216,62873,4606513,8583057,8173237,37,28.6,22064,37151,14352,2052352,9383.1,15053.1,0.825,57216,62873,5694.057709,9134.931126
75746,1B15983191204170421,191204_170421,1,0,5983,13.3,136,15.2,11.4,42.1,0.56,41282,14779,2161,63282,22101,0,2064097,2347625,0,27.7,0,10869,0,34706,1735280,15281.1,15050,6.84,22101,5980,9273.210907,9133.049899
75747,1B15984191204170421,191204_170421,1,0,5984,17,122,28.6,5.4,57.2,0.0364,13744,6523,8142,17484,14975,33152,618497,1587299,1814483,26.9,19.6,7897,16958,19054,857440,5773.1,15051.2,0.801,8879,20896,3503.358651,9133.778116
75748,1B15985191204170421,191204_170421,1,0,5985,12.1,114,13.6,10.7,44.4,0.623,17940,8268,4346,30884,15434,8514,753483,2896397,73554,32.6,6.5,9404,6687,12916,542480,9705.3,15055.2,1.9,13260,8514,5889.582152,9136.205505
75749,1B15986191204170421,191204_170421,1,0,5986,10,78.7,10.4,9.6,30.9,0.845,35450,38445,3000,63711,57098,0,1028041,2788683,0,27,0,13472,0,34991,1014752,10351.3,15053,12.8,57098,5421,6281.601983,9134.870441
75750,1B15987191204170421,191204_170421,1,0,5987,11.9,111,12.8,11.1,37.9,0.759,36065,7631,775,63693,15922,0,1478675,2421573,0,31,0,8742,0,38925,1595936,7402.2,15055.4,9.85,12499,1926,4491.9647,9136.326874
75751,1B15988191204170421,191204_170421,1,0,5988,15.5,166,20.8,10.1,50.1,0.236,36610,12183,5594,63518,23224,9902,2233233,2463946,260486,28.1,12.2,11961,7661,31377,1914000,13301.5,15059.1,2.18,23224,9902,8071.906792,9138.572209
75752,1B15989191204170421,191204_170421,1,0,5989,10.9,92.3,11.6,10.1,33.6,0.763,35472,11394,3835,63622,19519,6859,1206034,970062,45254,18.8,4.9,12126,6465,28855,981072,9359.9,15056.7,2.97,19519,6859,5679.978979,9137.115775
75753,1B15990191204170421,191204_170421,1,0,5990,19.3,291,20.2,18.3,65.6,0.825,17497,42873,60488,27435,55334,61857,1872207,6311444,11388381,29,31.1,26408,41716,10038,1074064,5788.9,15068.9,0.709,55334,61857,3512.946753,9144.519311
75754,1B15991191204170421,191204_170421,1,0,5991,6.3,29.9,7.6,5,19.6,0.441,13311,7791,3197,18971,15400,0,146421,1487031,0,23.3,0,9783,0,7401,81408,21533.7,15061.2,2.44,9431,4506,13067.55022,9139.846588
75755,1B15992191204170421,191204_170421,1,0,5992,14,122,20.3,7.7,49.1,0.142,24644,7053,1437,47266,15880,0,1108989,1430185,0,22.3,0,10673,0,20374,916816,10340.4,15069,4.91,14680,2968,6274.987407,9144.579996
75756,1B15993191204170421,191204_170421,1,0,5993,24.7,386,35.7,13.7,84.4,0.148,15335,6792,4031,24834,14958,6252,2177621,3727619,125261,36.4,9.3,9733,5446,18437,2618096,2487.4,15077.2,1.68,11675,6252,1509.458404,9149.556142
75757,1B15994191204170421,191204_170421,1,0,5994,10.1,78.7,11.5,8.7,30.9,0.574,35514,7892,1981,63308,15083,0,1029907,1765966,0,25.8,0,9444,0,30530,885376,15288.1,15077.5,3.98,12890,3968,9277.4588,9149.738196
75758,1B15995191204170421,191204_170421,1,0,5995,19.1,285,20.8,17.5,61.3,0.707,17452,7959,1318,26522,15032,0,1832420,3336893,0,36.8,0,8600,0,27385,2875472,11672.7,15084.3,6.04,11349,3166,7083.482796,9153.864757
75759,1B15996191204170421,191204_170421,1,0,5996,18.4,236,24.7,12.2,65.6,0.245,33280,12307,8604,60968,24624,22464,2895340,1973614,683748,28.9,14.6,9310,11589,12512,1088544,12023.9,15087.4,1.43,24624,22464,7296.605652,9155.745983
75760,1B15997191204170421,191204_170421,1,0,5997,13.1,92.3,20.5,5.7,45,0.0789,12038,42275,13864,16962,57586,19518,409285,2998057,869271,23.6,19.9,21725,9659,10728,364752,2096.4,15087.2,3.05,57586,19518,1272.183242,9155.624614
75761,1B15998191204170421,191204_170421,1,0,5998,22.2,377,25.8,18.6,79.2,0.522,21853,46154,60566,33569,56427,62212,3037551,7016712,13147947,26.6,33.3,34396,41216,6979,970064,5794.2,15090.3,0.762,56427,62212,3516.163014,9157.50584
75762,1B15999191204170421,191204_170421,1,0,5999,14.2,155,16.4,12,46.8,0.541,39728,16829,1575,63595,43937,0,2264494,3405130,0,32.9,0,11056,0,36101,2057760,8384.3,15088.2,10.7,43937,4067,5087.944075,9156.231461
75763,1B16000191204170421,191204_170421,1,0,6000,17.3,201,23.8,10.8,68.3,0.205,19051,7976,1368,33574,15704,0,1409783,2848030,0,33.6,0,8736,0,40809,3019840,15614,15085.5,5.83,13720,7960,9475.228557,9154.592974
75764,1B16001191204170421,191204_170421,1,0,6001,10,62.5,14.4,5.5,32.8,0.149,18112,12040,1627,31248,18307,0,416565,2067705,0,25.3,0,12764,0,18547,426576,4431.4,15088.4,7.4,17427,3408,2689.158949,9156.352831
75765,1B16002191204170421,191204_170421,1,0,6002,10.4,84.2,11.4,9.4,32.2,0.675,36025,7794,2091,63405,15069,0,1116768,1831974,0,25.9,0,9591,0,36150,1120656,15287.2,15089.1,3.73,13710,4926,9276.912643,9156.777624
75766,1B16003191204170421,191204_170421,1,0,6003,5.6,24.4,5.6,5.6,15.9,1,13770,7815,6824,17900,15266,9238,123926,1634648,70763,25.5,5.9,8695,7076,15476,139280,13646.1,15087.8,1.15,8893,9238,8281.024492,9155.988722
75767,1B16004191204170421,191204_170421,1,0,6004,10.3,81.5,11.7,8.9,32.8,0.573,35221,5505,6455,63387,14498,12269,1056619,1156999,1142940,22.5,22.4,8570,8594,28953,868576,4134.7,15091.3,0.853,13594,9743,2509.108974,9158.112687
75768,1B16005191204170421,191204_170421,1,0,6005,16,177,21.8,10.3,52,0.225,25474,18346,1074,44692,33525,0,1655780,2326526,0,28,0,10771,0,16496,1072208,10904.8,15101.1,17.1,33525,2053,6617.488944,9164.05979
75769,1B16006191204170421,191204_170421,1,0,6006,10.7,89.6,10.8,10.5,34.6,0.951,35983,12327,2053,63203,18723,0,1187446,1660301,0,24.7,0,10377,0,21500,709488,21523.2,15099.1,6,18723,4030,13061.17838,9162.846095
75770,1B16007191204170421,191204_170421,1,0,6007,13.1,128,16.4,9.9,46.8,0.369,29451,9396,2197,63702,17552,0,1384193,3395780,0,33.9,0,10322,0,25990,1221520,6744.5,15116.1,4.28,15280,5230,4092.844819,9173.162497
75771,1B16008191204170421,191204_170421,1,0,6008,10.5,84.2,12,9,33.2,0.562,36841,3610,4081,60970,12690,6897,1142059,596022,42004,16,5.1,8278,6001,21506,666688,12021.8,15115.7,0.885,10595,6897,7295.331284,9172.919758
75772,1B16009191204170421,191204_170421,1,0,6009,15.9,198,17.2,14.7,50.1,0.735,36289,11738,3456,63426,29437,7624,2649108,3915861,75802,35.5,6.6,10787,6317,25475,1859664,17263.5,15118,3.4,29437,7624,10476.21418,9174.315507
75773,1B16010191204170421,191204_170421,1,0,6010,10.5,86.9,10.9,10.2,33.2,0.869,34346,12474,4978,63440,19626,9514,1099078,2479591,92321,29.3,7,9998,7102,29632,948208,15618.8,15116.7,2.51,19626,9514,9478.141398,9173.526606
75774,1B16011191204170421,191204_170421,1,0,6011,19.5,282,23.9,15,67.5,0.393,39212,9763,1813,63616,16478,0,4078049,4010732,0,36.5,0,10472,0,35325,3673776,8390.3,15123.3,5.39,16478,5385,5091.585126,9177.531797
75775,1B16012191204170421,191204_170421,1,0,6012,14.2,155,16.4,12,45.4,0.54,23872,277,4734,38375,0,12667,1360678,0,1153520,0,24.5,0,7442,35331,2013856,21571.7,15122,0.0585,803,8730,13090.61021,9176.742896
75776,1B16013191204170421,191204_170421,1,0,6013,8.9,62.5,9.5,8.4,28,0.77,13447,13708,1966,16395,15425,0,309287,1008014,0,22,0,8262,0,34185,786256,9583.4,15121.5,6.97,15425,2862,5815.608131,9176.439472
75777,1B16014191204170421,191204_170421,1,0,6014,11.8,109,12,11.5,35.5,0.914,34364,5131,15628,63173,15627,21137,1374544,1072311,2627819,22.6,26.4,7827,13205,33246,1329856,21885.1,15124.2,0.328,15627,21137,13280.79445,9178.077959
75778,1B16015191204170421,191204_170421,1,0,6015,11.8,109,12.3,11.3,37.5,0.844,37700,11356,2448,63631,18934,0,1508009,2443554,0,29.3,0,10015,0,32438,1297520,10031,15126.2,4.64,18934,4918,6087.23054,9179.291654
75779,1B16016191204170421,191204_170421,1,0,6016,15.4,166,20.6,10.2,50.1,0.247,37672,12481,4437,63300,25016,11161,2297994,2141578,178183,27.6,9.2,10816,7424,26068,1590176,11987.6,15131.6,2.81,25016,11161,7274.577293,9182.568628
75780,1B16017191204170421,191204_170421,1,0,6017,23.1,407,27.1,19.2,80,0.502,44779,12156,2834,63259,33113,8895,6716873,5251066,142131,40.5,8.7,11196,6461,40027,6004048,20877.4,15133.1,4.29,33113,8895,12669.27992,9183.478899
75781,1B16018191204170421,191204_170421,1,0,6018,6,27.2,6.9,5,17.3,0.533,17005,14211,3329,28367,32324,0,170054,2170283,0,26.2,0,10961,0,44805,448048,9711.3,15129.8,4.27,18025,4290,5893.223203,9181.476303
75782,1B16019191204170421,191204_170421,1,0,6019,22.1,301,32.4,11.9,77.8,0.134,18614,10833,270,26248,17308,0,2066111,3701831,0,35.2,0,10312,0,42022,4664448,9050.8,15135.5,40.1,17308,749,5492.404165,9184.935332
75783,1B16020191204170421,191204_170421,1,0,6020,7.5,38,10.1,4.8,23.9,0.222,13841,10762,834,18532,15505,0,193779,1454066,0,22.1,0,11449,0,21525,301344,17904.4,15134.7,12.9,14113,1336,10865.13912,9184.449855
75784,1B16021191204170421,191204_170421,1,0,6021,10.2,81.5,10.8,9.6,30.9,0.797,33638,2163,15715,63433,13135,25687,1009150,955155,507024,19.6,11.5,9950,13343,34780,1043408,20199.1,15134.6,0.138,5982,25687,12257.6591,9184.38917
75785,1B16022191204170421,191204_170421,1,0,6022,39.5,768,63.6,15.4,153.9,0.0586,15686,2658,5295,21974,0,8278,4439080,0,937808,0,29.2,0,6513,44288,12533440,5176.4,15150.5,0.502,4823,8278,3141.256123,9194.03804
75786,1B16023191204170421,191204_170421,1,0,6023,14.9,147,21,8.9,49.7,0.181,16856,9302,698,25817,14603,0,910241,578629,0,16.3,0,8386,0,25657,1385488,12767.4,15146.4,13.3,14603,1205,7747.792563,9191.549966
75787,1B16024191204170421,191204_170421,1,0,6024,30.1,633,40,20.1,103.4,0.253,25638,26294,2331,47165,46031,0,5973584,6892243,0,35.8,0,20331,0,19685,4586720,20959.3,15156.3,11.3,46031,4426,12718.98027,9197.557753
75788,1B16025191204170421,191204_170421,1,0,6025,17.1,119,28.9,5.3,56.8,0.033,24223,8362,4116,41736,13590,7273,1065824,1814938,7273,30.7,1.6,8985,7273,17660,777056,6861.9,15160.7,2.03,13590,7513,4164.088052,9200.227881
75789,1B16026191204170421,191204_170421,1,0,6026,5,19,5.9,4.1,14.9,0.476,10697,1816,318,11442,0,0,74879,0,0,0,0,0,0,25815,180704,14238.1,15150.7,5.72,2328,624,8640.274864,9194.159409
75790,1B16027191204170421,191204_170421,1,0,6027,20.2,285,26.9,13.5,74.3,0.25,27027,14279,4246,63652,25019,17621,2837875,4660155,214436,36.7,10.6,11980,7942,21580,2265952,4452,15157.1,3.36,25019,17621,2701.659891,9198.043231
75791,1B16028191204170421,191204_170421,1,0,6028,10.2,81.5,11.1,9.4,32.2,0.715,36668,13227,1912,63534,22344,0,1100044,2137070,0,27.4,0,9986,0,33420,1002608,15946.2,15155.2,6.92,22344,4265,9676.821418,9196.890222
75792,1B16029191204170421,191204_170421,1,0,6029,15.9,179,21,10.9,52,0.269,38652,4702,1341,63559,15966,0,2551040,1109594,0,25.8,0,10986,0,26465,1746704,12642.7,15161.5,3.51,15498,3584,7672.119385,9200.713359
75793,1B16030191204170421,191204_170421,1,0,6030,14.2,152,16.8,11.5,54.7,0.469,30241,14632,11634,63556,31599,34705,1693479,2918871,695658,31.8,14.3,10462,11994,17945,1004928,12656.6,15159.1,1.26,31599,34705,7680.554487,9199.256925
75794,1B16031191204170421,191204_170421,1,0,6031,15.3,147,22.2,8.4,53.4,0.143,18524,8639,3268,37253,15834,0,1000276,2755408,0,32.1,0,9246,0,17462,942960,11673.9,15159.9,2.64,13849,6653,7084.211006,9199.742403
75795,1B16032191204170421,191204_170421,1,0,6032,14.2,155,16.6,11.9,46.8,0.509,28230,3411,12667,48243,14499,18788,1609109,69542,2845171,5.9,30.6,6954,10736,40570,2312512,22876.2,15165.8,0.269,14499,15876,13882.2354,9203.322802
75796,1B16033191204170421,191204_170421,1,0,6033,21,345,22.6,19.4,77.6,0.74,32627,6661,1630,63382,13099,0,4143638,3765428,0,38.8,0,8798,0,34380,4366256,20219.6,15171.4,4.09,12363,3809,12270.09936,9206.721146
75797,1B16034191204170421,191204_170421,1,0,6034,24.5,470,25,24,81.3,0.921,35774,10685,1415,63394,15372,0,6188939,5220261,0,41.9,0,10546,0,36093,6244112,3462.9,15185.8,7.55,15372,3948,2101.432623,9215.459745
75798,1B16035191204170421,191204_170421,1,0,6035,16.7,217,18,15.3,54.7,0.723,23485,9815,2188,49762,13599,0,1878770,3548030,0,36.3,0,9386,0,28654,2292336,3791.8,15192.7,4.49,12811,3947,2301.022905,9219.64699
75799,1B16036191204170421,191204_170421,1,0,6036,47.6,1.55E+03,64.9,30.3,184.8,0.219,18925,6324,1420,30495,20424,0,10768290,3285141,0,43.5,0,6873,0,32554,18523104,11760.2,15208.1,4.45,20424,6272,7136.581458,9228.992437
75800,1B16037191204170421,191204_170421,1,0,6037,16.2,179,22.2,10.3,55.7,0.215,37025,12694,2349,63552,32226,0,2443627,2678839,0,29.2,0,12121,0,31080,2051264,12971.9,15197,5.4,32226,5213,7871.89172,9222.256433
75801,1B16038191204170421,191204_170421,1,0,6038,21.5,350,25.5,17.5,70.6,0.469,43426,12075,3073,63488,26505,12114,5601972,4355290,183172,37.9,9.2,10545,7632,39831,5138160,9702.8,15196.7,3.93,26505,12114,5888.065047,9222.074379
75802,1B16039191204170421,191204_170421,1,0,6039,9.6,57,14.1,5.2,31.3,0.134,13545,7606,4994,16237,14981,7458,284451,2354381,44337,29.7,4.9,9380,6334,15909,334080,11674.3,15193.4,1.52,9747,7458,7084.453743,9220.071783
75803,1B16040191204170421,191204_170421,1,0,6040,19.7,304,20.7,18.7,63.7,0.816,43410,13351,3119,63383,21363,9639,4861967,4781751,161209,38.4,9.3,11304,6448,36399,4076672,22519.9,15196.9,4.28,21363,9639,13666.01765,9222.195748
75804,1B16041191204170421,191204_170421,1,0,6041,24,429,29.7,18.4,81.9,0.385,19438,7985,2480,31508,16261,0,3071156,3923051,0,37,0,9907,0,31899,5040048,21547.8,15203.7,3.22,12630,4539,13076.10669,9226.322309
75805,1B16042191204170421,191204_170421,1,0,6042,19.4,285,23.2,15.7,63.7,0.458,38857,11610,2242,63323,20266,6653,4080002,3531813,29506,35.3,4.3,9865,5901,32424,3404496,21860.8,15202.4,5.18,20266,6653,13266.04819,9225.533408
75806,1B16043191204170421,191204_170421,1,0,6043,12.4,119,13.3,11.4,41.1,0.739,31761,2927,973,59780,16645,0,1397491,1261636,0,20,0,12491,0,34628,1523632,6398.1,15210.1,3.01,12323,2755,3882.634804,9230.206131
75807,1B16044191204170421,191204_170421,1,0,6044,13.7,136,17.3,10,45.4,0.33,30599,10771,4478,63485,15874,9605,1529947,3338488,133496,33.9,8.5,10178,7026,24640,1231984,17258.8,15217.1,2.41,15874,9605,10473.36202,9234.454061
75808,1B16045191204170421,191204_170421,1,0,6045,15.3,177,18.1,12.4,55.7,0.473,14826,56395,8987,20948,57057,15643,963710,8837277,634102,31.6,15.8,31008,9059,20139,1309056,18031.8,15218,6.28,56928,15643,10942.45077,9235.000224
75809,1B16046191204170421,191204_170421,1,0,6046,12,103,15.4,8.5,37.5,0.304,30742,12220,2467,63665,23523,6563,1168202,1540006,6563,23.9,1.6,9506,6563,13591,516464,10373.8,15221.1,4.95,23523,6563,6295.255925,9236.88145
75810,1B16047191204170421,191204_170421,1,0,6047,6.3,29.9,7.3,5.2,18.2,0.498,13190,5948,10594,16746,14058,18651,145091,757329,1850565,19.4,24.1,7353,11216,8995,98944,5780.1,15221.1,0.561,9546,12880,3507.606544,9236.88145
75811,1B16048191204170421,191204_170421,1,0,6048,12.7,125,14.3,11.1,40.2,0.599,33259,9544,2467,63521,16963,0,1529901,2685574,0,30.2,0,10290,0,32443,1492400,6413.5,15228.3,3.87,15027,6111,3891.980169,9241.25075
75812,1B16049191204170421,191204_170421,1,0,6049,15.6,155,22.3,8.8,53,0.157,31717,9294,2306,63508,15421,0,1807842,2200849,0,28.7,0,9326,0,31485,1794624,8705.2,15227.5,4.03,14371,7404,5282.679623,9240.765272
75813,1B16050191204170421,191204_170421,1,0,6050,11.7,103,14,9.4,40.2,0.448,37733,8346,4878,63624,29387,11146,1433848,1368211,115597,24.1,7.5,8943,7706,25045,951712,4793.3,15231.7,1.71,29387,11146,2908.775012,9243.31403
75814,1B16051191204170421,191204_170421,1,0,6051,13.9,147,16.7,11.1,50.1,0.443,42709,1932,1736,62835,8611,0,2306303,217505,0,10.9,0,6397,0,34930,1886240,22189.5,15232.9,1.11,8177,4214,13465.5171,9244.042247
75815,1B16052191204170421,191204_170421,1,0,6052,5.6,24.4,5.6,5.6,15.9,1,13789,31012,42060,16248,39150,57365,124104,2324545,759670,25.8,11.9,12044,18529,13399,120592,22847.8,15229.5,0.737,39150,57365,13865.00109,9241.978966
75816,1B16053191204170421,191204_170421,1,0,6053,16.2,196,20.1,12.4,54.7,0.383,38817,7717,1860,63419,13926,0,2794822,3122127,0,35.2,0,9050,0,27836,2004208,21202.2,15240.1,4.15,11788,5600,12866.38215,9248.411546
75817,1B16054191204170421,191204_170421,1,0,6054,10.6,86.9,11.4,9.7,32.2,0.714,37890,1312,6194,60565,0,15341,1212492,0,1385775,0,22.4,0,10342,39169,1253392,18927.8,15236.7,0.212,7428,10938,11486.18106,9246.348266
75818,1B16055191204170421,191204_170421,1,0,6055,7,38,7.8,6.2,20.6,0.631,12638,7067,3204,16737,14035,0,176934,1526599,0,24.4,0,8980,0,16490,230864,21863.4,15237.3,2.21,8927,4383,13267.62598,9246.712374
75819,1B16056191204170421,191204_170421,1,0,6056,13.6,128,18.4,8.8,43.5,0.232,18054,8180,3841,28462,13300,5912,848520,2452207,5912,31.6,1.6,8515,5912,11778,553552,20217.9,15241.6,2.13,10772,5912,12269.06772,9249.321817
75820,1B16057191204170421,191204_170421,1,0,6057,7.9,48.9,8.2,7.6,26.6,0.842,20092,19380,9138,40568,33652,19307,361653,1764331,154531,22.8,7.2,12338,10302,19635,353424,9689.5,15245.2,2.12,33652,19307,5879.994051,9251.506467
75821,1B16058191204170421,191204_170421,1,0,6058,22.4,380,26.6,18.2,73.9,0.467,44612,11939,3599,63658,20955,10988,6245655,4633065,257960,38.5,11.2,10901,7166,30087,4212224,4114.3,15258.3,3.32,20955,10988,2496.7294,9259.456165
75822,1B16059191204170421,191204_170421,1,0,6059,11.5,100,13.5,9.5,36.5,0.491,30806,8508,4924,62933,34389,8338,1139808,415034,160980,11,9.7,11858,6192,36957,1367408,17949.7,15253.5,1.73,34389,8338,10892.62905,9256.543298
75823,1B16060191204170421,191204_170421,1,0,6060,6.4,29.9,8.3,4.6,19.6,0.305,11655,9241,2745,12701,19345,0,128203,2144681,0,26.5,0,10565,0,25700,282704,18241.4,15251.3,3.37,15499,3469,11069.64482,9255.208235
75824,1B16061191204170421,191204_170421,1,0,6061,15.7,190,18,13.4,50.5,0.557,38669,16061,3700,63373,32793,8764,2706863,4076388,90755,35.7,7.1,11168,6483,34495,2414664,16272.9,15259.4,4.34,32793,8764,9875.076648,9260.123697
75825,1B16062191204170421,191204_170421,1,0,6062,9.5,70.6,10.2,8.8,28.5,0.751,36677,9691,2210,62808,19469,0,953598,2333658,0,28.5,0,9973,0,34455,895824,19232.5,15255.4,4.39,19469,4359,11671.08577,9257.696308
75826,1B16063191204170421,191204_170421,1,0,6063,16.5,144,26,7,60.4,0.0731,14367,12898,1872,20441,31687,0,761461,3868434,0,36.6,0,10806,0,28209,1495056,5428.8,15264.4,6.89,18518,4527,3294.423004,9263.157932
75827,1B16064191204170421,191204_170421,1,0,6064,10.7,89.6,11.4,10,33.2,0.782,37969,16852,4002,63379,28600,6839,1252986,2430130,50216,27.8,5.3,11096,6277,29356,968736,16926.8,15258,4.21,28600,6839,10271.89053,9259.274111
75828,1B16065191204170421,191204_170421,1,0,6065,10.4,84.2,10.7,10.1,31.8,0.89,37175,7160,1072,63588,16615,0,1152438,2466080,0,29.7,0,9709,0,30330,940224,9373.9,15260.2,6.68,14279,2498,5688.474765,9260.609174
75829,1B16066191204170421,191204_170421,1,0,6066,20.7,326,24.6,16.8,68.3,0.468,42523,10899,3252,63543,24842,13231,5102809,4451488,233241,39.2,9.8,10304,8639,34880,4185600,10034.6,15267.8,3.35,24842,13231,6089.415171,9265.221213
75830,1B16067191204170421,191204_170421,1,0,6067,23.9,432,28.3,19.5,80,0.474,44929,10234,2794,63311,19899,11452,7143756,3969021,198433,37.7,10.4,9923,6614,35294,5611824,13975.6,15266.2,3.66,19899,11452,8480.97888,9264.250257
75831,1B16068191204170421,191204_170421,1,0,6068,20,307,23.1,16.9,63.7,0.536,44996,13056,3268,63505,24277,10594,5084517,4499065,153184,37.2,9,11248,7294,36438,4117536,8716.4,15264.9,3.99,24277,10594,5289.476252,9263.461356
75832,1B16069191204170421,191204_170421,1,0,6069,11.1,92.3,13.2,8.9,35.1,0.453,37315,7629,6828,62954,14090,13172,1268707,1413408,1372739,24.2,24.6,8515,8474,36077,1226608,17601.8,15262.6,1.12,13663,9878,10681.50878,9262.065608
75833,1B16070191204170421,191204_170421,1,0,6070,10.5,86.9,10.5,10.5,31.8,1,38708,8771,634,63655,14984,0,1238652,1918970,0,26.5,0,9741,0,35694,1142192,11999,15268.3,13.8,14614,1455,7281.49529,9265.524636
75834,1B16071191204170421,191204_170421,1,0,6071,10.4,84.2,11.2,9.6,32.2,0.738,34020,7482,6620,62757,18051,10670,1054619,218245,1309771,8.7,25.8,9920,7004,35655,1105312,9754.6,15273.9,1.13,18051,8781,5919.499455,9268.922981
75835,1B16072191204170421,191204_170421,1,0,6072,6.7,35.3,7.3,6.2,19.6,0.726,13371,11709,2087,16172,27651,0,173818,2033736,0,26.9,0,9684,0,31200,405600,21205.5,15273,5.61,15972,3315,12868.38473,9268.376818
75836,1B16073191204170421,191204_170421,1,0,6073,12.6,122,14,11.1,40.2,0.633,31651,3952,1040,59428,14579,0,1424290,862227,0,17.5,0,10778,0,37440,1684784,13959.2,15279.4,3.8,13054,5524,8471.026673,9272.26064
75837,1B16074191204170421,191204_170421,1,0,6074,7,35.3,9,5,22.9,0.305,10489,38076,12273,10999,40631,18217,136358,8464119,1586025,27.6,22.9,38649,10574,47399,616192,18330.8,15280.4,3.1,38077,14791,11123.89648,9272.867487
